#Name, Date, RaDeg, DecDeg, AlertMag, HistoricMag, HistoricStdDev, Class, Published, Comment
Gaia16anb,2016-05-05 01:34:36,165.01999,-37.10599,18.60,,,"unknown",2016-05-10 14:07:32,"Candidate SN near 2MASX J11000500-3706207, GSTEC predicts SN IIp"
Gaia16ana,2016-05-04 00:10:57,145.62167,-16.97413,18.70,,,"SN II",2016-05-10 14:04:52,"Candidate SN, GSTEC predicts SN IIp"
Gaia16amz,2016-05-04 05:52:54,298.28452,-31.34783,18.71,,,"unknown",2016-05-10 14:00:43,"Candidate SN near 2MASX J19530846-3120548, GSTEC predicts SN Ia"
Gaia16amy,2016-05-03 13:14:20,103.77085,42.28340,18.15,,,"unknown",2016-05-10 13:58:41,"Candidate SN near 2MASX J06550500+4216568, GSTEC predicts SN Ia"
Gaia16amx,2016-05-03 23:42:31,166.52288,-42.12759,18.64,,,"unknown",2016-05-10 13:56:21,"Candidate SN. GSTEC predicts SN Ia"
Gaia16amw,2016-05-06 08:54:05,339.43928,23.78721,17.82,,,"unknown",2016-05-10 13:53:50,"Candidate SN in NGC 7339. GSTEC predicts SN Ibc at +75 dy"
Gaia16amv,2016-05-04 21:56:05,14.54210,56.37936,18.84,,,"unknown",2016-05-10 13:41:59,">1 mag decline in variable reddish star, candidate RCrB"
Gaia16amu,2016-04-30 00:48:43,108.32337,16.46456,18.30,,,"unknown",2016-05-09 21:26:44,"New source on top of a faint smudge in DSS2, <2 arcsecs from X-ray source 1WGA J0713.2+1627"
Gaia16amt,2016-05-03 00:43:14,123.99881,13.71464,19.02,,,"AGN",2016-05-09 21:19:17,"Brightening in AGN 2MASX J08155970+1342524"
Gaia16ams,2016-05-05 02:53:03,335.99584,25.74042,17.42,,,"unknown",2016-05-09 08:59:49,"1mag drop in star, candidate RCrB"
Gaia16amr,2016-05-04 06:22:31,140.59864,-5.48531,19.13,,,"QSO",2016-05-09 08:51:15,"1.5mag drop in QSO 2MASS J09222366-0529071 after a flaring episode"
Gaia16amq,2016-05-01 06:27:19,125.14253,-3.25996,18.60,,,"unknown",2016-05-09 08:46:47,"Blue transient next to galaxy 2MASX J08203455-0315357"
Gaia16amp,2016-05-05 19:28:51,96.17998,55.78027,17.29,,,"unknown",2016-05-09 08:41:50,"Blue hostless transient"
Gaia16amo,2016-05-04 08:44:25,338.84148,33.04547,17.89,,,"unknown",2016-05-08 06:17:31,"Blue star brightens by 1.5mag and gets redder"
Gaia16amn,2016-04-29 07:15:30,87.00842,39.73395,18.24,,,"unknown",2016-05-08 06:10:23,"Hostless transient, candidate CV"
Gaia16amm,2016-04-30 11:56:17,141.67931,-33.05289,17.99,,,"unknown",2016-05-08 06:05:59,"Blue transient on top of faint DSS2 source"
Gaia16aml,2016-05-04 07:16:54,104.72911,45.33239,16.37,,,"unknown",2016-05-08 06:01:00,"Candidate SN, GSTEC predicts SN Ia at z=0.03, pre-max"
Gaia16amk,2016-04-28 06:09:31,122.59271,-22.80749,18.39,,,"unknown",2016-05-06 16:41:18,"blue transient next to DSS source"
Gaia16amj,2016-05-01 05:58:34,142.74108,-30.52176,19.20,,,"unknown",2016-05-06 16:35:30,"1 mag increase in radio source NVSS J093057-303116"
Gaia16ami,2016-05-03 23:58:02,154.19933,-28.80282,16.92,,,"unknown",2016-05-06 16:31:38,"candidate CV"
Gaia16amh,2016-05-03 16:30:03,337.20070,34.43511,16.98,,,"unknown",2016-05-06 16:28:56,"Candidate hostless SN, GSTEC predicts SN Ia"
Gaia16amg,2016-05-02 01:11:31,100.49513,38.60624,17.68,,,"unknown",2016-05-05 15:32:24,"Candidate SN, GSTEC predicts SN Ia"
Gaia16amf,2016-05-01 16:23:13,335.95047,41.56259,17.74,,,"SN Ia",2016-05-05 15:30:47,"Candidate SN, GSTEC predicts SN Ia"
Gaia16ame,2016-05-01 15:50:53,17.00196,58.85840,16.56,,,"unknown",2016-05-05 14:38:45,">3 mag blue flare, previous outburst seen in Gaia data"
Gaia16amd,2016-05-01 15:23:06,308.87405,6.61465,16.49,,,"unknown",2016-05-05 14:37:05,">3mag blue flare in the galactic plane, possible CV"
Gaia16amc,2016-04-26 11:40:28,138.16940,-50.78253,18.60,,,"unknown",2016-05-05 14:28:54,"SN candidate, GSTEC predics SN Ibc"
Gaia16amb,2016-04-28 18:03:39,128.71274,-27.90885,17.19,,,"unknown",2016-05-05 14:23:35,"Blue featureless bright object discovered end January by PS1 as AT 2016sw"
Gaia16ama,2016-04-26 04:01:06,344.98905,62.42560,18.46,,,"unknown",2016-05-04 22:13:51,"Variable star showing sudden 1.5 mag decrease. Possible YSO or RCrB candidate"
Gaia16alz,2016-04-26 17:24:18,283.75556,1.64915,17.62,,,"unknown",2016-05-04 22:04:26,"0.3 mag increase in reddened source"
Gaia16aly,2016-04-27 06:43:37,100.14171,9.80808,18.95,,,"YSO",2016-05-04 12:34:22,"Young star in open cluster NGC2264 fading by 0.6 mags"
Gaia16alx,2016-04-23 18:13:02,99.48081,-22.07391,18.13,,,"unknown",2016-04-27 17:05:27,"candidate CV"
Gaia16alw,2016-04-19 05:31:21,256.47456,-1.16354,18.63,,,"unknown",2016-04-27 11:18:48,"Two 0.5 mag outbursts seen in Gaia for faint DSS2 source"
Gaia16alv,2016-04-21 21:26:05,269.14055,15.89548,18.18,,,"QSO",2016-04-25 23:23:09,"variable QSO"
Gaia16alu,2016-04-22 12:34:31,86.68816,0.06292,18.22,,,"YSO",2016-04-25 23:14:56,"YSO has faded 0.8 mags"
Gaia16alt,2016-04-23 10:05:23,325.74996,66.19105,16.90,,,"YSO",2016-04-25 15:12:31,"1.5 mag decline in YSO V* V350 Cep"
Gaia16als,2016-04-20 06:29:32,80.42329,-4.18624,18.00,,,"unknown",2016-04-24 17:17:48,"candidate CV, previous outbursts seen by MASTER and CRTS"
Gaia16alr,2016-04-19 20:06:49,343.05848,79.82330,18.50,,,"unknown",2016-04-22 13:09:56,"Candidate SN"
Gaia16alq,2016-04-21 15:08:45,273.12232,31.27981,17.01,,,"SN Ia",2016-04-22 13:07:50,"Candidate SN"
Gaia16alp,2016-04-20 05:36:36,99.74629,-60.27355,15.40,,,"unknown",2016-04-22 13:05:21,"Candidate CV or DN in outburst"
Gaia16alo,2016-04-20 10:18:09,285.60297,63.68497,17.73,,,"SN II",2016-04-22 13:02:54,"Candidate SN near GALEXASC J190224.49+634105.7"
Gaia16aln,2016-04-18 18:11:09,78.33069,-22.49049,18.44,,,"unknown",2016-04-22 12:59:51,"Hostless blue transient, candidate SN"
Gaia16alm,2016-04-18 12:38:52,74.28211,6.75200,17.62,,,"AGN",2016-04-20 17:05:23,"AGN 4C +06.21 (with historic outburst in Gaia)"
Gaia16all,2016-04-18 11:22:16,96.83553,-75.22593,19.15,,,"unknown",2016-04-20 17:04:01,"CV candidate (with historic outbursts in Gaia, OGLE and ASSASN)"
Gaia16alk,2016-04-18 09:16:07,257.11086,25.51416,18.19,,,"SN II",2016-04-20 17:02:01,"SN candidate, aka AT2016brw"
Gaia16alj,2016-04-18 11:18:01,256.04740,11.13755,18.72,,,"unknown",2016-04-20 17:00:47,"SN candidate, apparently hostless"
Gaia16ali,2016-04-15 23:31:28,63.96677,-62.28746,18.84,,,"unknown",2016-04-19 13:19:50,"SN candidate near centre of galaxy GALEXASC J041551.89-621715.5"
Gaia16alh,2016-04-17 07:40:59,67.80235,67.79721,17.92,,,"unknown",2016-04-19 07:03:51,"SN candidate"
Gaia16alg,2016-04-17 18:11:00,74.19962,-21.65315,18.73,,,"unknown",2016-04-19 07:02:56,"SN candidate"
Gaia16alf,2016-04-16 11:04:33,250.06748,22.78287,18.73,,,"SN Ia",2016-04-19 06:59:28,"Nuclear SN/AGN candidate at centre of galaxy 2MASX J16401616+2246580"
Gaia16ale,2016-04-15 17:55:47,66.12539,-35.24250,18.31,,,"unknown",2016-04-18 13:37:27,"SN candidate (very blue, possibly young)"
Gaia16ald,2016-04-14 04:42:30,268.46354,-64.29441,15.82,,,"unknown",2016-04-18 13:35:15,"Candidate CV"
Gaia16alc,2016-04-13 15:08:36,81.98605,51.14289,18.70,,,"unknown",2016-04-15 18:04:21,"Red transient on top of faint DSS2 source"
Gaia16alb,2016-04-13 13:49:31,112.04606,72.57537,17.22,,,"SN IIP",2016-04-15 18:01:20,"aka SN 2016bkx (GSTEC predicts SN IIP)"
Gaia16ala,2016-04-12 13:24:53,88.98907,52.56714,19.05,,,"unknown",2016-04-14 23:00:06,"Candidate SN or CV, faint smudge underneath in DSS2"
Gaia16akz,2016-04-13 01:12:49,79.93469,42.81528,18.04,,,"unknown",2016-04-14 22:56:41,"Hostless blue transient, possible CV or SN"
Gaia16aky,2016-04-12 19:31:11,92.45170,57.96038,18.97,,,"unknown",2016-04-14 22:53:41,"Candidate SN near 2MASX J06094802+5757370 GSTEC predicts SN Ia"
Gaia16akx,2016-04-11 15:03:57,87.82992,45.68630,18.85,,,"unknown",2016-04-14 11:34:37,"Candidate SN"
Gaia16akw,2016-04-11 17:41:31,46.39211,-41.11268,17.28,,,"unknown",2016-04-14 11:33:13,"Candidate SN near LCRS B030342.5-411826 GSTEC predicts SN Ia"
Gaia16akv,2016-04-10 11:15:43,14.77043,-58.53204,18.98,,,"unknown",2016-04-14 11:31:49,"Candidate SN"
Gaia16aku,2016-04-08 11:16:39,14.30246,-50.83632,18.54,,,"unknown",2016-04-14 11:30:25,"Candidate SN near GALEXASC J005712.70-505013.9"
Gaia16akt,2016-04-10 15:56:19,173.78282,64.48109,18.46,,,"unknown",2016-04-13 15:21:28,"Candidate SN near SDSS J113508.01+642858.0 "
Gaia16aks,2016-04-10 17:45:32,47.20201,-35.23092,19.56,,,"SN Ia",2016-04-13 15:17:54,"Candidate SN aka ASASSN-15pz"
Gaia16akr,2016-04-08 10:29:22,291.47841,-46.31764,16.49,,,"unknown",2016-04-12 16:49:02,"Candidate CV in outburst, previous outburst seen ~200 dy ago"
Gaia16akq,2016-04-10 04:45:26,306.73569,-60.30767,16.53,,,"unknown",2016-04-12 16:46:15,"Candidate CV in outburst. Previous outburst seen ~1 yr ago."
Gaia16akp,2016-04-09 16:29:37,284.96437,-48.83467,18.52,,,"unknown",2016-04-12 16:43:13,"Candidate SN near centre of DSS2 extended source"
Gaia16ako,2016-04-08 23:45:47,45.31765,-31.43769,17.67,,,"unknown",2016-04-11 10:34:35,"Strong variability in flat spectrum radio source PKS 0259-316"
Gaia16akn,2016-04-07 16:42:26,314.93640,-51.09012,15.52,,,"unknown",2016-04-09 22:17:49,">4mag outburst of a source with previously known outbursts in CRTS and ASAS. Candidate CV"
Gaia16akm,2016-04-06 10:45:35,325.24161,-47.74288,18.94,,,"unknown",2016-04-09 22:12:26,"Candidate SN"
Gaia16akl,2016-04-07 03:39:56,254.43923,-4.73485,18.80,,,"unknown",2016-04-09 22:10:10,"Hostless transient, previously seen in CRTS (CV?)"
Gaia16akk,2016-04-06 19:46:00,137.46295,47.89666,18.78,,,"SN Ia",2016-04-08 10:09:26,"Blue flare on the centre of SDSS galaxy"
Gaia16akj,2016-04-05 16:45:15,327.14739,-45.60787,18.88,,,"unknown",2016-04-08 10:08:17,"Candidate SN"
Gaia16aki,2016-04-06 03:15:51,239.79400,14.64151,18.52,,,"SN Ia",2016-04-08 10:06:09,"Candidate SN in SDSS J155910.36+143829.4  GSTEC predicts SN Ia"
Gaia16akh,2016-04-05 17:03:14,241.60592,14.26907,18.67,,,"unknown",2016-04-07 19:47:35,"very short (<1min) flare on SDSS star (possibly faint galaxy)"
Gaia16akg,2016-04-03 21:09:47,121.11547,29.12771,18.50,,,"unknown",2016-04-05 10:07:32,"Blue transient 0.8 arcsecs from centre of starforming galaxy SDSS J080427.74+290739.2 z=0.059)"
Gaia16akf,2016-04-04 09:10:54,239.91236,19.08474,18.44,,,"SN Ib",2016-04-05 10:06:19,"Transient near centre of star forming galaxy SDSS J155938.96+190504.9 (z=0.031) aka PS16bkm"
Gaia16ake,2016-04-02 12:53:26,102.16941,8.46212,18.12,,,"unknown",2016-04-05 10:00:48,"Candidate CV"
Gaia16akd,2016-04-02 01:43:22,61.65676,-24.91402,17.17,,,"unknown",2016-04-05 09:59:52,"Candidate CV"
Gaia16akc,2016-04-04 07:57:59,68.08659,-12.36417,17.86,,,"unknown",2016-04-05 09:32:29,"Candidate SN, apparently hostless. GSTEC predicts SN 2n."
Gaia16akb,2016-04-03 13:41:44,139.74371,35.91148,18.86,,,"SN Ia",2016-04-05 09:31:31,"Candidate SN in the outskirts of galaxy SDSS J091858.70+355439.9. GSTEC predicts SN Ia at 0 days"
Gaia16aka,2016-03-31 14:44:52,222.03436,37.23296,18.37,,,"unknown",2016-04-04 23:30:26,"1mag increase at centre of faint SDSS galaxy"
Gaia16ajz,2016-04-01 13:35:32,55.62677,-29.77902,18.14,,,"unknown",2016-04-04 23:29:34,"Slow rise and colour change at/near centre of a galaxy"
Gaia16ajy,2016-04-01 23:44:17,50.28121,-31.31276,19.29,,,"SN",2016-04-04 23:28:18,"SN caught at late times, aka ASASSN-15og; similar to the Type Ia-CSM/Type IIn SN 2005j - (ATEL 7932)"
Gaia16ajx,2016-03-31 09:08:48,250.42118,26.92536,18.56,,,"unknown",2016-04-04 23:23:16,"Candidate SN"
Gaia16ajw,2016-04-01 13:33:44,53.91407,-30.62033,18.76,,,"unknown",2016-04-04 18:23:15,"Candidate SN"
Gaia16ajv,2016-04-01 14:55:18,115.72458,14.80113,18.68,,,"SN Ia",2016-04-04 18:21:40,"Candidate SN in 2MASX J07425397+1448004 GSTEC predicts SN Ia"
Gaia16aju,2016-04-01 03:00:35,239.17885,29.81386,18.36,,,"QSO",2016-04-04 18:20:09,"Candidate SN in 2MASX J15564283+2948476"
Gaia16ajt,2016-03-31 13:04:27,115.66455,9.17876,18.09,,,"unknown",2016-04-04 16:04:15,"Candidate CV"
Gaia16ajs,2016-03-31 20:47:36,224.71340,35.69913,18.70,,,"unknown",2016-04-04 16:02:15,"Candidate SN in SDSS J145851.23+354159.0"
Gaia16ajr,2016-03-30 18:22:07,88.24821,-17.86224,16.87,,,"unknown",2016-04-04 13:36:32,"Candidate SN"
Gaia16ajq,2016-03-29 14:42:01,223.25710,42.35769,19.01,,,"AGN",2016-03-31 16:03:45,"1mag increase in brightness of known SDSS QSO/Starburst galaxy at z=0.28"
Gaia16ajp,2016-03-29 06:40:07,105.65842,-11.49547,17.16,,,"unknown",2016-03-31 16:02:12,"Brightening of >3mag"
Gaia16ajo,2016-03-29 18:57:00,115.30104,0.43830,18.71,,,"unknown",2016-03-31 16:00:27,"Candidate SN GSTEC predicts SN Ia"
Gaia16ajn,2016-03-28 14:39:06,221.77305,46.05629,18.34,,,"unknown",2016-03-30 22:40:05,"Candidate SN on top of v faint source in SDSS. GSTEC predicts SN Ia"
Gaia16ajm,2016-03-28 14:42:59,227.59945,45.16508,17.59,,,"unknown",2016-03-30 22:37:18,"Candidate SN in GALEXASC J151024.27+450954.5 GSTEC predicts SN Ia"
Gaia16ajl,2016-03-28 20:49:01,235.69982,42.98515,18.41,,,"unknown",2016-03-30 22:35:52,"Candidate SN in 2MASX J15424778+4259046"
Gaia16ajk,2016-03-27 23:22:29,31.86205,-48.46243,18.87,,,"unknown",2016-03-30 22:34:10,"Candidate SN in GALEXASC J020726.93-482743.2"
Gaia16ajj,2016-03-27 18:39:37,353.07938,-41.31045,17.57,,,"QSO",2016-03-29 11:53:38,"1mag rise on blue star"
Gaia16aji,2016-03-27 08:19:26,193.05242,48.15318,18.84,,,"SN Ib",2016-03-29 11:51:38,"Candidate SN in SDSS J125212.55+480913.3 (z=0.087) GSTEC predicts SN Ia"
Gaia16ajh,2016-03-27 13:56:19,163.97423,36.86322,17.54,,,"SN II",2016-03-29 11:45:40,"Candidate SN in SDSS galaxy (z=0.02)"
Gaia16ajg,2016-03-27 02:52:26,127.34051,2.23460,18.75,,,"unknown",2016-03-28 16:23:11,"young SN candidate in SDSS galaxy (photo-z=0.05)"
Gaia16ajf,2016-03-27 02:53:15,248.49137,46.28217,18.67,,,"unknown",2016-03-28 16:21:56,"SN candidate in SDSS galaxy, aka AT 2016bfb"
Gaia16aje,2016-03-26 10:51:28,350.86599,-42.89218,18.53,,,"unknown",2016-03-28 16:18:26,"SN candidate"
Gaia16ajd,2016-03-22 08:29:17,126.06281,-18.77459,19.50,,,"SN IIP",2016-03-28 16:17:15,"Supernova now in decline, aka SN2015an"
Gaia16ajc,2016-03-14 13:32:07,120.28248,35.62205,18.98,,,"unknown",2016-03-27 08:55:35,"SN candidate in SDSS star forming galaxy (z=0.037) aka PS16avn"
Gaia16ajb,2016-03-24 20:19:40,194.05963,56.81980,18.19,,,"unknown",2016-03-27 08:51:20,"Featureless and blue transient in small SDSS galaxy aka PS16bkh"
Gaia16aja,2016-03-23 15:02:37,280.32643,48.41539,18.41,,,"unknown",2016-03-26 12:45:25,"Hostless transient with best fit black body temperature 11K. Likely CV. aka ASASSN-16dd"
Gaia16aiz,2016-03-23 20:49:10,260.11673,58.08153,17.46,,,"unknown",2016-03-26 12:42:14,"SN candidate in the outskirts of SDSS J172029.58+580454.7,  z=0.053. GSTEC predicts pre-max SN Ia."
Gaia16aiy,2016-03-22 23:13:01,13.04268,-64.45628,18.79,,,"unknown",2016-03-26 12:40:52,"Candidate SN, GSTEC predics SN Ia"
Gaia16aix,2016-03-23 05:12:50,13.66432,-63.28312,17.51,,,"unknown",2016-03-26 12:39:32,"Candidate SN II"
Gaia16aiw,2016-03-21 15:00:08,289.86040,52.32809,18.70,,,"SN Ia",2016-03-26 12:34:11,"Candidate SN GSTEC predicts SN Ia: aka ASASSN-16bx, confirmed SN Ia in ATEL #8830"
Gaia16aiv,2016-03-11 14:35:39,352.64093,60.25533,18.87,,,"unknown",2016-03-26 12:31:17,"Candidate SN"
Gaia16aiu,2016-03-22 08:19:40,192.05276,66.65262,18.56,,,"unknown",2016-03-26 12:29:39,"Candidate SN in SDSS J124812.68+663909.2 GSTEC predicts SN Ia"
Gaia16ait,2016-03-19 03:55:12,313.99414,-5.60665,18.43,,,"unknown",2016-03-26 12:27:18,"Candidate SN in SDSS J205558.62-053624.3  GSTEC predicts SN Ia"
Gaia16ais,2016-03-20 12:26:05,327.39079,-46.13345,18.53,,,"unknown",2016-03-26 12:25:14,"Candidate SN in 2MASX J21493438-4608021 GSTEC predicts SN IIn"
Gaia16air,2016-03-21 11:11:53,4.80693,-69.20149,18.67,,,"unknown",2016-03-26 12:19:46,"Candidate SN"
Gaia16aiq,2016-03-20 02:47:54,290.22780,65.12911,18.09,,,"unknown",2016-03-26 08:52:59,"Candidate SN GSTEC predicts SN Ia"
Gaia16aip,2016-03-17 18:35:55,131.94281,-23.43465,18.80,,,"unknown",2016-03-24 10:49:08,"Candidate SN in galaxy GALEXASC J084748.27-232556.6"
Gaia16aio,2016-03-20 21:26:07,306.94151,25.72399,16.74,,,"unknown",2016-03-24 10:46:05,"Candidate SN, GSTEC predicts SN Ia"
Gaia16ain,2016-03-15 23:37:32,155.64802,-75.27306,18.56,,,"unknown",2016-03-24 10:43:41,"Apparently hostless transient"
Gaia16aim,2016-03-21 10:47:54,335.27824,-51.74654,18.91,,,"unknown",2016-03-24 10:39:38,"Candidate SN in GALEXASC J222106.70-514446.8 GSTEC predicts SN Ia"
Gaia16ail,2016-03-15 07:50:22,117.20105,54.59573,18.63,,,"unknown",2016-03-21 13:34:48,"Already discovered SN candidate 1.6 arcmins from NGC2446. GSTEC predicts SN II. (aka AT2016aqq)"
Gaia16aik,2016-03-17 21:07:58,310.99827,42.05706,17.04,,,"unknown",2016-03-20 23:13:20,"Second 2.5 mag outburst in 19.5 mag star"
Gaia16aij,2016-03-13 12:42:19,275.68115,-61.62311,18.07,,,"unknown",2016-03-18 18:37:22,"Source which disappeared for the last year or more has suddenly reappeared"
Gaia16aii,2016-03-16 06:00:16,308.89025,-26.15666,17.08,,,"unknown",2016-03-18 10:11:58,"CV candidate, hostless transient"
Gaia16aih,2016-03-17 06:28:40,310.98422,-52.24089,17.72,,,"unknown",2016-03-18 10:09:07,"SN candidate near DSS galaxy. GSTEC predicts SNIIP, z=0.05, +112dy"
Gaia16aig,2016-03-13 22:38:32,291.45361,-48.20771,18.28,,,"unknown",2016-03-18 10:01:04,"SN candidate et edge of galaxy 2MASX J19254847-4812244. GSTEC predicts SN Ia, z=0.06, -8dy"
Gaia16aif,2016-03-13 13:42:37,110.09090,46.46877,18.19,,,"unknown",2016-03-18 09:56:55,"SN candidate at edge of galaxy. GSTEC predicts SNIa, z=0.04, +7dy (aka AT 2016aym)"
Gaia16aie,2016-03-12 09:33:00,309.54142,10.77937,18.51,,,"unknown",2016-03-16 21:44:13,"Candidate SN"
Gaia16aid,2016-03-14 13:24:04,122.73939,27.25347,14.07,,,"SSO",2016-03-16 16:06:47,"Candidate CV. Followup suggests it is actually a known asteroid, Botolphia (with incorrect position)"
Gaia16aic,2016-03-11 01:56:23,78.50278,55.36606,18.55,,,"unknown",2016-03-16 16:04:19,"Candidate SN aka AT2016ayl"
Gaia16aib,2016-03-09 01:00:36,114.64210,4.12073,16.97,,,"unknown",2016-03-15 12:17:09,"1mag brightening on stellar-like object"
Gaia16aia,2016-03-14 02:33:17,350.85745,69.98131,16.86,,,"unknown",2016-03-15 12:15:26,">3mag brightening on faint star near Galactic Plane"
Gaia16ahz,2016-03-10 18:42:23,128.16340,-12.19893,18.47,,,"unknown",2016-03-15 12:13:31,"Candidate SN GSTEC predicts SN Ia"
Gaia16ahy,2016-03-13 23:27:29,199.27990,-74.91311,17.42,,,"unknown",2016-03-15 12:11:42,"Candidate SN"
Gaia16ahx,2016-03-12 16:01:02,300.48151,-14.60408,16.02,,,"unknown",2016-03-14 11:23:27,"Candidate CV: blue transient on faint smudge in DSS2, aka ASASSN-15nb"
Gaia16ahw,2016-03-11 19:21:46,112.57248,25.03203,17.98,,,"SN Ia",2016-03-13 11:00:30,"Blue transient with faint host visible in SDSS aka SN 2016ayg"
Gaia16ahv,2016-03-08 14:08:29,44.15825,54.24822,18.41,,,"unknown",2016-03-13 10:53:42,"Red transient. M-dwarf flare?"
Gaia16ahu,2016-03-08 18:50:25,119.62150,-5.08292,18.33,,,"unknown",2016-03-13 10:49:19,"CV candidate? Fast rising, but close to faint extended source in DSS"
Gaia16aht,2016-03-10 23:00:06,316.83973,27.51989,17.90,,,"unknown",2016-03-13 10:45:55,"CV candidate: beautiful rise and decline in lightcurve"
Gaia16ahs,2016-03-08 12:54:08,117.20961,-1.70066,17.17,,,"SN Ia",2016-03-09 19:34:12,"SN in galaxy CGCG 002-016, GSTEC predicts SN Ia at +14 days (classified as SN2016ajq)"
Gaia16ahr,2016-03-05 03:19:58,305.49036,21.48871,18.12,,,"unknown",2016-03-07 21:27:10,"CV candidate, seen in outburst in MASTER (2014). Long rise time"
Gaia16ahq,2016-03-06 14:02:26,46.68776,46.15356,17.81,,,"unknown",2016-03-07 21:21:40,"SN candidate, faint smudge in DSS2"
Gaia16ahp,2016-03-06 12:58:30,108.24517,0.33268,17.23,,,"unknown",2016-03-07 21:19:27,"SN candidate, GSTEC predicts SN Ia"
Gaia16aho,2016-03-05 13:39:52,163.49358,-42.51369,16.67,,,"unknown",2016-03-07 12:47:24,"blue apparently hostless transient"
Gaia16ahn,2016-03-05 02:08:19,32.87205,43.20324,16.76,,,"unknown",2016-03-07 12:45:47,"bright blue transient, GALEX source visible"
Gaia16ahm,2016-03-05 07:26:46,81.90028,20.79632,18.62,,,"unknown",2016-03-07 12:42:55,"transient 5 arcsecs away from point source in DSS"
Gaia16ahl,2016-03-04 08:19:12,15.28711,43.39049,16.79,,,"CV",2016-03-06 11:40:49,"3 mag dip in Z Cam system IW And"
Gaia16ahk,2016-03-04 14:40:38,345.10465,41.52187,16.92,,,"unknown",2016-03-06 11:30:06,"CV candidate, also historic transient CSS131025:230025+413119 "
Gaia16ahj,2016-03-04 02:10:39,129.61535,-26.31711,18.31,,,"unknown",2016-03-06 11:25:38,"SN candidate near centre of extended DSS source"
Gaia16ahi,2016-03-03 20:35:07,351.81765,41.53017,16.78,,,"CV",2016-03-06 11:21:02,"Outburst in known CV CSS090929 J232716+413149"
Gaia16ahh,2016-03-03 14:21:06,11.15418,41.70735,17.67,,,"Nova",2016-03-05 16:37:43,"Classical nova in M31 (classified in ATEL 8710)"
Gaia16ahg,2016-03-03 17:28:51,193.73930,-41.67754,18.03,,,"unknown",2016-03-05 16:35:20,"SN candidate offset from galaxy 2MASX J12545719-4140524"
Gaia16ahf,2016-03-03 20:13:16,22.70910,41.15131,17.88,,,"unknown",2016-03-05 16:33:56,"SN candidate offset from galaxy GALEXASC J013049.96+410858.5"
Gaia16ahe,2016-03-02 18:58:47,211.61793,-35.98273,17.72,,,"unknown",2016-03-04 11:36:01,"SN candidate offset from faint host in DSS"
Gaia16ahd,2016-03-02 13:47:07,152.63441,-37.20888,17.46,,,"unknown",2016-03-04 11:04:57,"CV candidate, GALEXASC J101032.28-371231.5, CRTS and Gaia show previous outbursts"
Gaia16ahc,2016-03-02 19:06:04,203.47036,-37.86125,17.90,,,"unknown",2016-03-04 11:03:33,"SN candidate on top of faint host in DSS"
Gaia16ahb,2016-03-01 20:20:54,8.26649,38.01813,16.31,,,"unknown",2016-03-03 12:32:29,"2 mag outburst in GALEX/X-ray source. Previous outbursts seen in CRTS"
Gaia16aha,2016-03-01 11:00:10,220.48838,-27.46640,18.68,,,"unknown",2016-03-03 12:26:51,"SN candidate at 1.2 arcsec from core of galaxy 2MASX J14415725-2727594. GSTEC predicts SN II-P"
Gaia16agz,2016-03-01 18:26:04,123.38046,-26.70751,17.37,,,"unknown",2016-03-03 12:22:54,"Hostless transient, CV candidate"
Gaia16agy,2016-03-01 14:08:07,24.00260,34.18452,15.68,,,"unknown",2016-03-03 12:00:19,"Candidate SN in starforming galaxy KUG 0133+339. GSTEC predicts SN Ia pre-peak at z=0.015."
Gaia16agx,2016-03-01 16:56:01,309.20335,29.52422,17.51,,,"unknown",2016-03-03 11:54:34,"Hostless transient, candidate CV/SN"
Gaia16agw,2016-02-29 07:04:42,200.37426,-31.68602,18.81,,,"unknown",2016-03-02 19:16:06,">2 mag decline in blazar candidate, strongly variable in CRTS, ASAS"
Gaia16agv,2016-02-29 13:04:14,83.69805,-5.96583,14.32,,,"YSO",2016-03-02 14:31:05,"> 1 mag decline in YSO YY Ori (Herbig Ae/Be star)"
Gaia16agu,2016-02-29 13:02:36,85.10685,-7.09369,16.50,,,"YSO",2016-03-02 14:29:55,"1 mag decline in YSO V898 Ori"
Gaia16agt,2016-02-29 09:59:00,264.79769,7.43647,18.99,,,"unknown",2016-03-02 14:28:38,"SN candidate near edge of SDSS galaxy"
Gaia16ags,2016-02-28 07:01:45,81.34138,-10.83757,17.16,,,"unknown",2016-03-01 11:47:42,"high amplitude blue outburst on faint star, candidate CV aka CSS081207:052522-105015"
Gaia16agr,2016-02-29 04:02:24,261.58389,6.27193,18.73,,,"unknown",2016-03-01 10:22:44,"hostless blue transient aka MLS_J172620.1+061617"
Gaia16agq,2016-02-28 23:18:58,198.89084,-31.02776,18.79,,,"unknown",2016-03-01 10:20:49,"hostless blue transient"
Gaia16agp,2016-02-28 19:50:46,38.34029,22.12117,18.09,,,"unknown",2016-03-01 10:15:54,"blue transient offset from edge-on galaxy"
Gaia16ago,2016-02-28 01:12:38,189.73145,-31.72440,18.89,,,"unknown",2016-02-29 18:08:35,"Transient on top of GALEXASC J123855.62-314326.2, CV candidate"
Gaia16agn,2016-02-28 00:10:28,136.03110,-35.24112,16.89,,,"unknown",2016-02-29 10:44:07,"Eruptive variability in faint Gaia source"
Gaia16agm,2016-02-27 17:36:06,267.32024,17.07523,18.35,,,"unknown",2016-02-29 10:40:06,"hostless transient"
