"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Discovering Group/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag","Discovery Mag Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"44996","AT 2019qdk","22:15:16.420","+42:41:37.83","","","SDSS J221516.39+424140.9","0.115","ALeRCE","","ALeRCE","ZTF19abyxlmu","P48 - ZTF-Cam","","1","1","","19.4647","r-ZTF","2019-09-15 03:56:28","ALeRCE","",""
"44997","AT 2019qdl","01:37:02.170","+46:20:00.14","","","SDSS J013702.69+461954.8","0.072","ALeRCE","","ALeRCE","ZTF19abyzumy","P48 - ZTF-Cam","","1","1","","18.2406","r-ZTF","2019-09-15 10:49:46","ALeRCE","",""
"44998","AT 2019qdm","18:43:33.558","+71:55:38.69","","","2MASX J18433459+7155369","","ALeRCE","","ALeRCE","ZTF19abyxjdk","P48 - ZTF-Cam","","1","1","","17.4718","r-ZTF","2019-09-15 03:45:32","ALeRCE","","TESS-active sector/s (14,15);TESS-Sector14;TESS-Sector15"
"44999","AT 2019qdn","02:22:48.284","-14:44:44.12","","","GALEXASC J022248.15-144440.8","","ALeRCE","","ALeRCE","ZTF19abyzkfy","P48 - ZTF-Cam","","1","1","","18.7723","r-ZTF","2019-09-15 10:04:12","ALeRCE","",""
"45000","AT 2019qdo","03:33:25.720","+11:06:40.31","","","","","ALeRCE","","ALeRCE","ZTF19abyzpsh","P48 - ZTF-Cam","","1","1","","18.5285","r-ZTF","2019-09-15 10:36:00","ALeRCE","",""
"45001","AT 2019qdp","22:22:29.267","+27:49:37.74","","","2MASX J22222922+2749350","0.099929","ALeRCE","","ALeRCE","ZTF19abyxsgn","P48 - ZTF-Cam","","1","1","","19.1616","g-ZTF","2019-09-15 04:41:29","ALeRCE","",""
"45002","AT 2019qdq","17:48:39.799","+24:37:17.87","","","SDSS J174839.89+243715.2","0.043","ALeRCE","","ALeRCE","ZTF19abyxbgi","P48 - ZTF-Cam","","1","1","","18.3451","g-ZTF","2019-09-15 03:06:50","ALeRCE","",""
"45003","AT 2019qdr","06:14:10.014","+51:42:13.29","","","2MASX J06140965+5142063","","ALeRCE","","ALeRCE","ZTF19abyzvwf","P48 - ZTF-Cam","","1","1","","19.7234","r-ZTF","2019-09-15 10:58:07","ALeRCE","",""
"45004","AT 2019qds","01:44:21.110","+50:06:56.99","","","","","ZTF","","ZTF","ZTF19aacomym","P48 - ZTF-Cam","","1","1","","20.26","g-ZTF","2019-01-07 02:47:02","ZTF_Bot1","",""
"45005","AT 2019qdt","20:04:55.561","-17:59:54.54","","","","","ZTF","","ZTF","ZTF19abmzmuv","P48 - ZTF-Cam","","1","1","","17.9","r-ZTF","2019-09-07 05:31:12","ZTF_Bot1","",""
